1,4,3,4,2,2,0,3,0,0,0.04962288234383508
1,2,1,4,2,5,1,1,0,2,0.049579537928950444
1,4,3,5,2,2,0,3,0,0,0.049514168509317356
1,4,3,5,1,1,1,3,0,2,0.04944014766921881
1,2,3,4,2,3,1,1,0,0,0.0491708468423262
1,3,2,5,1,2,1,3,0,2,0.04906036718895896
1,2,1,4,1,4,3,3,0,0,0.04889395249394265
1,3,2,4,2,2,3,3,0,1,0.04876101875902385
1,2,3,5,1,3,2,1,0,1,0.0486827163698244
1,2,2,4,3,3,2,1,0,1,0.04846421161170779
1,2,2,4,2,4,2,1,0,1,0.048281172323684805
1,2,1,4,2,5,2,2,0,2,0.04821483042183135
1,2,3,5,2,4,3,1,0,0,0.048206957830762856
1,4,3,5,1,1,0,3,0,0,0.04762475105708965
1,4,2,5,1,2,0,4,0,2,0.04761323984345636
1,1,2,4,2,3,1,2,0,0,0.04752397609129759
1,2,1,4,2,3,1,2,0,2,0.04741119581317984
1,2,3,4,2,3,2,2,0,0,0.04732626149048472
1,2,3,5,2,3,2,1,0,2,0.047267722057620615
1,2,3,4,1,4,2,1,0,0,0.04709468981001204
1,2,1,4,2,5,3,2,0,0,0.04683534974793196
1,2,3,5,2,2,2,1,0,0,0.04643117942790154
1,4,3,5,2,1,0,2,2,0,0.046391112301418305
1,2,0,4,3,4,2,2,0,0,0.046253597757545284
1,3,3,5,2,1,1,2,2,0,0.046168273074567695
1,2,2,4,1,3,1,2,0,0,0.04578087176032571
1,0,3,4,2,3,2,2,0,0,0.04559073227430842
1,1,1,4,2,4,2,1,0,0,0.045375927759577626
1,2,1,4,1,5,1,2,0,0,0.04481998868512712
1,3,3,4,2,1,1,3,1,0,0.04457901590653121
1,3,4,4,2,1,0,2,2,0,0.04454126507402563
1,3,3,4,2,2,2,3,0,0,0.044146843597868676
1,1,3,4,3,4,1,0,0,0,0.04391405305659213
1,2,3,4,3,3,2,2,0,0,0.04386619670092773
1,2,3,4,2,4,2,1,0,0,0.04338475596307806
1,4,3,5,1,2,0,3,0,0,0.043290492674883566
1,0,2,4,2,4,3,2,0,4,0.04281497924707499
1,0,2,4,2,4,3,1,0,4,0.042768447799802406
1,3,4,5,2,2,2,1,0,0,0.04276749545482918
1,1,2,4,3,3,1,2,0,1,0.04276388523317346
1,2,1,4,2,3,3,2,0,3,0.04275399981609231
1,3,2,4,2,1,2,2,0,0,0.04237290054881585
1,1,1,4,2,3,2,2,0,0,0.04221939311401087
1,2,2,4,2,3,1,1,0,0,0.04219611571916295
1,3,3,4,2,1,2,3,0,0,0.04209524614651849
1,4,3,5,1,0,0,3,0,0,0.042071096372036695
1,3,3,5,2,2,0,2,0,0,0.04198393906156406
1,3,4,5,2,2,0,3,0,0,0.04171499847478508
