4,3,0.5031524429279027,2,0.49684755707209727
3,2,0.5074864410084363,1,0.49251355899156374
8,3,0.538118480814769,2,0.461881519185231
4,3,0.5655948523231362,2,0.4344051476768638
4,3,0.5864142823122527,2,0.4135857176877474
2,4,0.6143157603135543,5,0.3856842396864457
4,3,0.6280372617183833,2,0.3719627382816167
0,2,0.6296760302980265,1,0.3703239697019735
5,2,0.6353829601063304,1,0.3646170398936696
5,2,0.6353829601063304,1,0.3646170398936696
0,2,0.6523292749818524,1,0.34767072501814755
6,1,0.6635857601038199,2,0.33641423989618013
4,3,0.6696761216965869,2,0.33032387830341314
6,1,0.6721596786461724,0,0.32784032135382757
4,3,0.6824021647650625,4,0.31759783523493745
1,3,0.6971770350730404,4,0.3028229649269596
1,1,0.7193384756000014,2,0.2806615243999986
1,2,0.7389676793659693,3,0.2610323206340307
4,2,0.7466330752251292,3,0.2533669247748707
1,2,0.7767144779377623,3,0.22328552206223767
6,1,0.7797883801339828,0,0.22021161986601723
8,2,0.7867176111884279,3,0.21328238881157213
2,4,0.7878802565039943,5,0.21211974349600574
4,3,0.7945609404870664,2,0.2054390595129336
5,2,0.7992458162211055,3,0.20075418377889448
5,2,0.8199847685149584,1,0.18001523148504164
5,2,0.8199847685149584,1,0.18001523148504164
5,2,0.8199847685149584,1,0.18001523148504164
5,2,0.8199847685149584,1,0.18001523148504164
1,1,0.825658344203511,0,0.17434165579648891
7,0,0.8263324907019628,1,0.17366750929803718
2,5,0.836949777977803,4,0.16305022202219702
6,2,0.8383469877141068,1,0.16165301228589318
6,1,0.8754583370120369,0,0.1245416629879631
