0,2,0.654260916866814,3,0.34573908313318596
0,1,0.9120067648330121,2,0.0879932351669879
0,3,0.7488508590033477,2,0.2511491409966523
1,1,0.7311229015079079,2,0.268877098492092
1,2,0.7956485001795308,1,0.20435149982046918
2,3,0.8432936503962282,2,0.1567063496037718
2,3,0.903457490193369,4,0.0965425098066311
3,1,0.8044566560245519,2,0.19554334397544818
4,2,0.6743197685972909,1,0.32568023140270913
4,2,0.9265489565098725,1,0.07345104349012749
5,2,0.7870067349338743,1,0.21299326506612568
5,2,0.928634101146052,1,0.0713658988539479
6,1,0.7372556342705628,0,0.2627443657294371
6,1,0.7640538530805786,2,0.23594614691942137
6,3,0.7411118514204158,4,0.2588881485795842
8,3,0.7785043254393238,2,0.22149567456067615
