1,2,2,4,1,1,0,1,0,0,0.005347910640851756
1,3,2,4,1,1,0,1,0,0,0.01229365912590483
1,3,2,4,1,1,0,2,0,0,0.008325912423072028
1,0,2,3,2,2,1,0,0,0,0.00794984055766185
1,0,2,3,2,2,1,1,0,0,0.01583524086533665
1,0,2,3,2,3,1,0,0,0,0.009423634053760057
1,0,2,3,2,3,1,1,0,0,0.018770881502052226
1,1,2,3,3,3,1,1,0,0,0.005796573328128805
1,1,2,4,2,2,1,0,0,0,0.015370661819697068
1,1,2,4,2,2,1,1,0,0,0.03061673129280009
1,1,2,4,2,3,1,0,0,0,0.018220175750987434
1,1,2,4,2,3,1,1,0,0,0.03629266141037045
1,1,3,3,2,2,1,0,0,0,0.009214223110014524
1,1,3,3,2,2,1,1,0,0,0.018353757069178914
1,1,3,3,2,3,1,0,0,0,0.010922416122520835
1,1,3,3,2,3,1,1,0,0,0.021756296730361505
1,1,1,3,1,2,1,1,0,0,0.005285095866003436
1,1,1,3,1,2,2,1,0,0,0.026594285180409547
1,1,1,3,2,2,2,1,0,0,0.0078423307815127
1,1,1,4,1,1,2,1,0,0,0.007913555564035911
1,1,1,4,1,2,1,1,0,0,0.008410995810207492
1,1,1,4,1,2,2,1,0,0,0.04232362607966032
1,1,1,4,2,2,2,1,0,0,0.012480721829449915
1,1,2,3,1,1,2,1,0,0,0.007207182371697151
1,1,2,3,1,2,1,1,0,0,0.007660220521763807
1,1,2,3,1,2,2,1,0,0,0.038545769890577786
1,1,2,3,2,2,2,1,0,0,0.01136667805354896
1,1,2,4,1,1,2,1,0,0,0.011469911288021026
1,1,2,4,1,2,1,1,0,0,0.01219090142305074
1,1,2,4,2,2,2,1,0,0,0.018089564297094556
1,2,1,3,1,1,2,1,0,0,0.008853734590955151
1,2,1,3,1,2,1,1,0,0,0.009410273794960747
1,2,1,3,1,2,2,1,0,0,0.04735193292116497
1,2,1,3,2,2,2,1,0,0,0.013963508272270764
1,2,1,4,1,1,2,1,0,0,0.01409032616195964
1,2,1,4,1,2,1,1,0,0,0.014976033636675148
1,2,1,4,1,2,2,0,0,0,0.005855408732749297
1,2,1,4,2,2,2,1,0,0,0.022222304486347932
1,2,2,3,1,1,2,1,0,0,0.012832607227458128
1,2,2,3,1,2,1,1,0,0,0.013639255420750705
1,2,2,3,1,2,2,0,0,0,0.005332748125196685
1,2,2,3,2,2,2,1,0,0,0.02023871568936224
1,2,2,4,1,1,2,1,0,0,0.020422525600431292
1,2,2,4,1,2,1,1,0,0,0.02170627044557937
1,2,2,4,1,2,2,0,0,0,0.00848683226853922
1,2,2,4,2,1,2,1,0,0,0.006022354053361586
1,2,2,4,2,2,1,1,0,0,0.006400914772193359
1,2,2,4,2,2,2,1,0,0,0.03220901894366807
1,1,1,3,1,3,1,1,0,0,0.012909675898366502
1,1,1,3,1,3,2,0,0,0,0.007067588870984046
1,1,1,3,1,3,2,1,0,0,0.036704303590517656
1,1,1,4,1,3,1,1,0,0,0.007666186158397927
1,1,1,4,1,3,2,1,0,0,0.0217962113343888
1,1,2,3,1,2,2,0,0,0,0.0060754488626709605
1,1,2,3,1,3,1,0,0,0,0.005629644799835907
1,1,2,3,1,3,1,1,0,0,0.029236589112912846
1,1,2,3,1,3,2,0,0,0,0.016005993757449936
1,1,2,3,2,3,2,1,0,0,0.005948977175601967
1,1,2,4,1,2,2,1,0,0,0.018736484221048184
1,1,2,4,1,3,1,1,0,0,0.01736163917209883
1,1,2,4,1,3,2,0,0,0,0.009504880584205259
1,1,2,4,1,3,2,1,0,0,0.04936195765242811
1,2,1,3,1,3,1,1,0,0,0.013526345963266162
1,2,1,3,1,3,2,0,0,0,0.007405193821105631
1,2,1,3,1,3,2,1,0,0,0.038457596659643066
1,2,1,4,1,2,2,1,0,0,0.00866845878397083
1,2,1,4,1,3,1,1,0,0,0.008032384934653055
1,2,1,4,1,3,2,1,0,0,0.022837373882849447
1,2,2,3,1,2,2,1,0,0,0.03305896341058043
1,2,2,3,1,3,1,0,0,0,0.00589856196331916
1,2,2,3,1,3,1,1,0,0,0.030633164011279267
1,2,2,3,1,3,2,0,0,0,0.01677056889371956
1,2,2,3,2,3,2,1,0,0,0.006233148224499425
1,2,2,4,1,2,2,1,0,0,0.01963148956677087
1,2,2,4,1,3,1,1,0,0,0.01819097084853367
1,2,2,4,1,3,2,0,0,0,0.009958910210732683
1,1,1,3,0,3,2,1,0,0,0.006108568029781879
1,1,2,3,0,2,2,1,0,0,0.00609409957275459
1,1,2,3,0,3,2,1,0,0,0.017815732599166564
1,1,2,4,0,3,2,1,0,0,0.0077658448716129225
1,2,1,3,0,3,2,1,0,0,0.0065377776497647574
1,2,2,3,0,2,2,1,0,0,0.006522292587714467
1,2,2,3,0,3,2,1,0,0,0.019067529056425295
1,2,2,4,0,3,2,1,0,0,0.00831150063085802
1,1,1,3,0,3,1,1,0,0,0.005502255409394782
1,1,1,4,0,3,2,1,0,0,0.014141115751710006
1,1,2,3,0,3,1,1,0,0,0.005281832727922749
1,2,1,3,0,3,1,1,0,0,0.0078113173529353935
1,2,1,4,0,3,2,1,0,0,0.02007553896400285
1,2,2,3,0,3,1,1,0,0,0.007498392672299309
1,2,2,3,1,1,1,1,0,0,0.020700109742319835
1,2,2,3,2,1,1,1,0,0,0.019513377531255566
1,2,2,4,1,1,1,1,0,0,0.006343374217794664
1,2,2,4,2,1,1,1,0,0,0.005979710130753553
1,2,3,3,1,1,1,1,0,0,0.032813733375940506
1,2,3,3,1,2,2,1,0,0,0.01344250979659727
1,2,3,3,2,1,1,1,0,0,0.03093253009502787
1,2,3,3,2,2,2,1,0,0,0.012671854009176248
1,2,3,4,1,1,1,1,0,0,0.010055492114661715
1,2,3,4,1,1,2,1,0,0,0.03715488381689601
1,2,3,4,2,1,1,1,0,0,0.009479013219664585
1,2,3,4,2,1,2,1,0,0,0.03502480344665929
1,3,2,3,1,1,1,1,0,0,0.005869751943926407
1,3,2,3,1,1,2,1,0,0,0.02168864029962218
1,3,2,3,2,1,1,1,0,0,0.005533240505604246
1,3,2,3,2,1,2,1,0,0,0.020445235874324483
1,3,2,4,1,1,2,1,0,0,0.0066463010780264285
1,3,2,4,2,1,2,1,0,0,0.0062652702684360805
1,3,3,3,1,1,1,1,0,0,0.009304707929984342
1,3,3,3,1,1,2,1,0,0,0.03438074816692844
1,3,3,3,2,1,1,1,0,0,0.008771271308028536
1,3,3,3,2,1,2,1,0,0,0.03240970831264357
1,3,3,4,1,1,2,1,0,0,0.010535690594176727
1,3,3,4,2,1,2,1,0,0,0.009931682038204924
1,1,1,3,1,2,1,1,0,1,0.006329919543836024
1,1,1,3,1,2,2,1,0,1,0.03185177521578635
1,1,1,3,1,2,2,1,0,2,0.01079367848012479
1,1,1,3,1,3,1,1,0,1,0.0075034014755635
1,1,1,3,1,3,2,1,0,1,0.03775666586255104
