0,2,0.654260916866814,3,0.34573908313318596
0,2,0.10941009341397553,1,0.8905899065860244
1,2,0.268877098492092,1,0.7311229015079079
1,2,0.6427143446748373,1,0.35728565532516265
1,2,0.7956485001795308,1,0.20435149982046918
1,2,0.3028615660787591,1,0.6971384339212409
2,4,0.0965425098066311,3,0.903457490193369
2,4,0.13104738728354734,3,0.8689526127164526
2,4,0.16555226476044577,3,0.8344477352395542
2,2,0.2546301237155316,3,0.7453698762844684
2,4,0.33807665214495797,3,0.661923347855042
3,2,0.2277323297441373,1,0.7722676702558627
3,2,0.19554334397544818,1,0.8044566560245519
3,2,0.38867764231057755,1,0.6113223576894224
4,1,0.15752387584483266,2,0.8424761241551674
4,2,0.9265489565098725,1,0.07345104349012749
5,1,0.0713658988539479,2,0.928634101146052
5,2,0.7870067349338743,1,0.21299326506612568
5,1,0.21299326506612568,2,0.7870067349338743
6,1,0.7640538530805786,2,0.23594614691942137
